,state,district,delta7.vaccinated1,delta7.vaccinated2,meta.population,total.vaccinated1,total.vaccinated2,delta.vaccinated2,delta.vaccinated1,delta21_14.confirmed,delta7.confirmed,delta7.recovered,total.confirmed,total.deceased,total.recovered,delta.confirmed,delta.recovered,meta.tested.date,total.tested
235,JH,Koderma,3393.0,11488.0,717169.0,363078.0,140609.0,235.0,45.0,,,,12872.0,136.0,12736.0,,,,
236,JH,Latehar,9565.0,7719.0,725673.0,294989.0,84919.0,773.0,1158.0,,,,7871.0,57.0,7814.0,,,,
237,JH,Lohardaga,3444.0,3563.0,461738.0,173109.0,63130.0,166.0,188.0,,,2.0,6709.0,88.0,6621.0,,,2020-07-25,7526.0
238,JH,Pakur,9945.0,9107.0,899200.0,378048.0,108941.0,2636.0,3009.0,1.0,,,2552.0,12.0,2539.0,,,2020-07-23,6429.0
239,JH,Palamu,21657.0,37375.0,1936319.0,788026.0,311074.0,6713.0,5270.0,,,,12294.0,110.0,12184.0,,,,
240,JH,Ramgarh,5306.0,10927.0,949159.0,522017.0,185442.0,944.0,645.0,1.0,7.0,,13923.0,197.0,13714.0,,,,
241,JH,Ranchi,35099.0,38856.0,2912022.0,1512114.0,656001.0,4594.0,4743.0,52.0,182.0,228.0,86116.0,1585.0,84495.0,10.0,2.0,,
242,JH,Sahibganj,10449.0,13687.0,1150038.0,430948.0,132560.0,947.0,1336.0,,,,4834.0,42.0,4792.0,,,2020-07-23,5029.0
243,JH,Saraikela-Kharsawan,11215.0,12399.0,1063458.0,505417.0,167980.0,490.0,682.0,,,,7207.0,67.0,7137.0,,,2020-12-13,161796.0
244,JH,Simdega,1694.0,4126.0,599813.0,277357.0,112059.0,189.0,67.0,,,,7193.0,92.0,7101.0,,,,
245,JH,Unknown,,,,,,,,,-166.0,-70.0,,,,,,,
246,JH,West Singhbhum,12587.0,16980.0,1501619.0,630437.0,225607.0,962.0,895.0,3.0,5.0,5.0,13054.0,133.0,12918.0,,,,
247,JK,Anantnag,1472.0,30949.0,1070144.0,759605.0,402717.0,4677.0,69.0,19.0,10.0,12.0,16603.0,205.0,16378.0,2.0,2.0,,
248,JK,Bandipora,349.0,6835.0,385099.0,303665.0,154345.0,639.0,12.0,16.0,13.0,19.0,9814.0,102.0,9693.0,1.0,,,
249,JK,Baramulla,1665.0,29357.0,1015503.0,776258.0,450002.0,2327.0,42.0,57.0,96.0,64.0,24613.0,282.0,24196.0,10.0,6.0,,
250,JK,Budgam,1409.0,22456.0,735753.0,592075.0,319587.0,2657.0,113.0,48.0,63.0,53.0,23844.0,207.0,23548.0,10.0,10.0,,
251,JK,Doda,1065.0,19212.0,409576.0,313983.0,158751.0,1079.0,74.0,26.0,18.0,26.0,7869.0,133.0,7704.0,2.0,,,
252,JK,Ganderbal,370.0,9271.0,297003.0,227349.0,133812.0,1116.0,33.0,10.0,31.0,12.0,10436.0,79.0,10313.0,7.0,2.0,,
253,JK,Jammu,4121.0,16781.0,1526406.0,1168448.0,610537.0,593.0,86.0,27.0,20.0,37.0,53324.0,1145.0,52145.0,3.0,6.0,,
254,JK,Kathua,1867.0,22270.0,615711.0,482584.0,249588.0,2053.0,108.0,1.0,,5.0,9327.0,152.0,9175.0,,,,
255,JK,Kishtwar,3948.0,3385.0,230696.0,164754.0,78041.0,320.0,85.0,,1.0,,4819.0,44.0,4773.0,,,,
256,JK,Kulgam,632.0,20244.0,422786.0,401091.0,202260.0,1610.0,39.0,1.0,2.0,5.0,11489.0,117.0,11367.0,1.0,2.0,,
257,JK,Kupwara,3959.0,42820.0,875564.0,673594.0,348327.0,8743.0,165.0,32.0,25.0,25.0,14463.0,166.0,14268.0,5.0,4.0,,
258,JK,Pulwama,1021.0,16829.0,570060.0,430622.0,244300.0,1414.0,24.0,8.0,5.0,5.0,15512.0,194.0,15309.0,4.0,,2021-01-01,139552.0
259,JK,Punch,695.0,27765.0,476820.0,386098.0,234540.0,3190.0,45.0,13.0,7.0,14.0,6482.0,98.0,6371.0,,,,
260,JK,Rajouri,1247.0,9544.0,619266.0,498787.0,241407.0,752.0,56.0,8.0,4.0,7.0,11272.0,237.0,11031.0,,,,
261,JK,Ramban,1498.0,10369.0,283313.0,220690.0,147086.0,829.0,155.0,,3.0,,6043.0,67.0,5971.0,1.0,,,
262,JK,Reasi,1644.0,15636.0,314714.0,244379.0,133971.0,1808.0,240.0,13.0,4.0,10.0,6626.0,43.0,6575.0,,2.0,,
263,JK,Samba,1207.0,6224.0,318611.0,280700.0,122554.0,468.0,40.0,1.0,,2.0,7152.0,120.0,7032.0,,,,
264,JK,Shopiyan,139.0,7669.0,265960.0,203036.0,95122.0,302.0,6.0,,,,5607.0,58.0,5549.0,,,,
265,JK,Srinagar,2788.0,80075.0,1269751.0,957347.0,592016.0,11547.0,394.0,247.0,305.0,274.0,75539.0,846.0,74242.0,49.0,45.0,,
266,JK,Udhampur,2420.0,14763.0,555357.0,425945.0,227785.0,700.0,76.0,2.0,4.0,2.0,11415.0,137.0,11275.0,,,,
267,KA,Bagalkote,57683.0,22844.0,1890826.0,1188016.0,613422.0,98.0,823.0,1.0,,,35178.0,333.0,34843.0,,,2020-08-23,49851.0
268,KA,Ballari,54006.0,84805.0,2532383.0,1758198.0,864065.0,483.0,2415.0,9.0,9.0,14.0,97763.0,1689.0,95961.0,,2.0,2020-12-28,402407.0
269,KA,Belagavi,39701.0,98350.0,4778439.0,3165252.0,1386668.0,825.0,427.0,31.0,20.0,21.0,79900.0,938.0,78879.0,6.0,1.0,2021-01-02,396565.0
270,KA,Bengaluru Rural,5196.0,22700.0,987257.0,700825.0,385704.0,994.0,118.0,40.0,23.0,27.0,62005.0,890.0,61073.0,3.0,3.0,2021-01-31,240277.0
271,KA,Bengaluru Urban,48836.0,247281.0,9588910.0,9219875.0,5903791.0,11462.0,2109.0,1105.0,1165.0,1093.0,1251872.0,16281.0,1229059.0,137.0,204.0,2021-01-31,6883888.0
272,KA,Bidar,13739.0,30558.0,1700018.0,929776.0,515993.0,740.0,408.0,7.0,,5.0,24340.0,400.0,23936.0,,,2020-08-29,67689.0
273,KA,Chamarajanagara,2102.0,36658.0,1020962.0,647951.0,351940.0,399.0,25.0,14.0,6.0,15.0,33001.0,500.0,32469.0,,4.0,2020-06-28,5156.0
274,KA,Chikkaballapura,4700.0,19860.0,1254377.0,852473.0,497674.0,22.0,16.0,6.0,11.0,8.0,43951.0,429.0,43501.0,2.0,,2020-06-28,15089.0
275,KA,Chikkamagaluru,4830.0,13010.0,1137753.0,737417.0,346002.0,29.0,14.0,46.0,28.0,93.0,51126.0,395.0,50662.0,3.0,4.0,2020-06-28,5467.0
276,KA,Chitradurga,45062.0,47252.0,1660378.0,1020280.0,618156.0,1956.0,2340.0,9.0,17.0,12.0,36666.0,206.0,36412.0,3.0,3.0,2020-06-28,4393.0
277,KA,Dakshina Kannada,5124.0,38765.0,2083625.0,1531107.0,848253.0,858.0,139.0,232.0,192.0,193.0,115478.0,1680.0,113515.0,24.0,20.0,2020-09-17,131281.0
278,KA,Davanagere,7079.0,28149.0,1946905.0,1016827.0,495371.0,33.0,16.0,9.0,10.0,11.0,50989.0,608.0,50359.0,2.0,1.0,2020-06-28,17483.0
279,KA,Dharwad,24515.0,35313.0,1846993.0,1212295.0,561504.0,323.0,459.0,15.0,4.0,10.0,60970.0,1315.0,59639.0,,3.0,2020-10-13,137696.0
280,KA,Gadag,12373.0,16257.0,1065235.0,691646.0,328477.0,167.0,1176.0,1.0,,,26066.0,319.0,25747.0,,,2020-06-28,8904.0
281,KA,Hassan,5434.0,26697.0,1776221.0,1224599.0,614828.0,123.0,37.0,144.0,147.0,125.0,111785.0,1256.0,110294.0,26.0,28.0,2020-06-28,10800.0
282,KA,Haveri,8794.0,36386.0,1598506.0,999178.0,383705.0,7.0,2.0,3.0,1.0,2.0,21947.0,644.0,21301.0,1.0,1.0,2020-06-28,11714.0
283,KA,Kalaburagi,35135.0,44220.0,2564892.0,1323039.0,641641.0,1001.0,1631.0,2.0,9.0,5.0,61926.0,819.0,61087.0,3.0,,2021-01-30,409596.0
284,KA,Kodagu,1558.0,12680.0,554762.0,385482.0,212033.0,202.0,26.0,79.0,112.0,67.0,37095.0,329.0,36616.0,11.0,7.0,2021-01-31,143982.0
285,KA,Kolar,13745.0,34211.0,1540231.0,991957.0,625918.0,1088.0,748.0,38.0,18.0,31.0,46916.0,638.0,46266.0,2.0,5.0,2020-10-14,91924.0
286,KA,Koppal,16045.0,33794.0,1391292.0,814373.0,411092.0,321.0,116.0,2.0,1.0,5.0,35198.0,521.0,34660.0,,,2020-06-28,8708.0
287,KA,Mandya,5411.0,28944.0,1808680.0,1189318.0,659066.0,123.0,8.0,59.0,48.0,36.0,73753.0,650.0,73029.0,8.0,2.0,2020-06-28,14874.0
288,KA,Mysuru,46664.0,111457.0,2994744.0,2141764.0,1239770.0,1258.0,798.0,252.0,234.0,247.0,179167.0,2416.0,176447.0,33.0,34.0,2020-08-31,107338.0
289,KA,Other State,,,,,,,,,,,36.0,3.0,33.0,,,,
290,KA,Raichur,19900.0,34897.0,1924773.0,1021603.0,448501.0,433.0,151.0,7.0,1.0,4.0,39973.0,331.0,39641.0,,1.0,2020-06-28,21011.0
291,KA,Ramanagara,6303.0,28767.0,1082739.0,754463.0,469335.0,61.0,11.0,12.0,8.0,10.0,24204.0,320.0,23869.0,,,2020-11-25,103399.0
292,KA,Shivamogga,23220.0,47086.0,1755512.0,1162073.0,535447.0,957.0,417.0,38.0,30.0,66.0,69444.0,1088.0,68239.0,3.0,,2020-08-21,48760.0
293,KA,Tumakuru,31038.0,66650.0,2681449.0,1672730.0,881580.0,3742.0,1842.0,103.0,136.0,112.0,120836.0,1127.0,119420.0,17.0,12.0,2020-09-24,106564.0
294,KA,Udupi,2422.0,27889.0,1177908.0,919074.0,529427.0,137.0,16.0,91.0,49.0,75.0,76718.0,489.0,76181.0,2.0,6.0,2020-09-13,86092.0
295,KA,Uttara Kannada,3955.0,32067.0,1353299.0,980496.0,505589.0,155.0,11.0,65.0,66.0,48.0,56218.0,766.0,55339.0,6.0,4.0,2020-06-28,13833.0
296,KA,Vijayapura,59571.0,50033.0,2175102.0,1535235.0,634270.0,583.0,340.0,11.0,2.0,2.0,36267.0,495.0,35764.0,,,2020-06-28,25108.0
297,KA,Yadgir,18060.0,15460.0,1172985.0,708887.0,348094.0,62.0,108.0,1.0,,2.0,27545.0,207.0,27337.0,,,2021-01-31,221485.0
298,KL,Alappuzha,5337.0,51712.0,2121943.0,1518055.0,855411.0,502.0,65.0,3016.0,2035.0,2526.0,316160.0,1862.0,313515.0,270.0,455.0,,
299,KL,Ernakulam,13018.0,91762.0,3279860.0,2953482.0,1759232.0,1977.0,573.0,8747.0,7647.0,8539.0,602800.0,3555.0,583842.0,1046.0,918.0,,
300,KL,Idukki,2211.0,27218.0,1107453.0,859116.0,481911.0,208.0,26.0,3256.0,2876.0,1866.0,147118.0,519.0,140292.0,550.0,195.0,2021-01-01,237691.0
301,KL,Kannur,7636.0,71089.0,2525637.0,1891004.0,959656.0,325.0,38.0,3456.0,2611.0,3143.0,275264.0,2325.0,269475.0,304.0,451.0,2021-01-01,392136.0
302,KL,Kasaragod,4942.0,24290.0,1302600.0,910194.0,521754.0,1861.0,389.0,1156.0,1054.0,1082.0,138815.0,617.0,134824.0,137.0,147.0,,
303,KL,Kollam,7368.0,62100.0,2629703.0,1951077.0,1047951.0,215.0,13.0,3991.0,4753.0,6283.0,390872.0,2451.0,383923.0,592.0,848.0,,
304,KL,Kottayam,5298.0,58083.0,1979384.0,1477425.0,841596.0,125.0,11.0,4644.0,4187.0,1611.0,322484.0,1356.0,315759.0,506.0,155.0,,
305,KL,Kozhikode,11449.0,57479.0,3089543.0,2341296.0,1154561.0,449.0,55.0,5631.0,5386.0,5059.0,527346.0,3374.0,519030.0,742.0,760.0,2021-01-01,955060.0
306,KL,Malappuram,20840.0,52896.0,4110956.0,2833303.0,1103557.0,523.0,152.0,3497.0,2634.0,2929.0,567584.0,2576.0,562111.0,334.0,560.0,2020-12-30,469850.0
307,KL,Palakkad,8712.0,57261.0,2810892.0,1989222.0,950909.0,397.0,37.0,3177.0,2560.0,2544.0,373839.0,2881.0,364351.0,339.0,423.0,2020-10-19,226562.0
308,KL,Pathanamthitta,2637.0,29343.0,1195537.0,1048352.0,677224.0,1275.0,149.0,2683.0,2953.0,2635.0,193406.0,1076.0,184979.0,447.0,406.0,2021-01-01,306034.0
309,KL,Thiruvananthapuram,9284.0,89297.0,3307284.0,2578575.0,1562343.0,2986.0,418.0,7626.0,7056.0,4851.0,463977.0,4996.0,448304.0,878.0,754.0,2020-10-23,436661.0
310,KL,Thrissur,8853.0,87643.0,3110327.0,2295947.0,1305873.0,977.0,107.0,6874.0,5751.0,3647.0,523260.0,3575.0,515481.0,753.0,38.0,2021-01-01,639055.0
311,KL,Wayanad,2223.0,32359.0,816558.0,659451.0,436359.0,243.0,12.0,1767.0,1823.0,1691.0,125732.0,518.0,121295.0,269.0,329.0,2021-01-01,211953.0
312,LA,Kargil,205.0,748.0,143000.0,87221.0,64300.0,3.0,,,4.0,,3619.0,58.0,3556.0,,,2021-01-14,37471.0
313,LA,Leh,320.0,785.0,147000.0,121577.0,87980.0,,,26.0,54.0,28.0,17343.0,150.0,17131.0,11.0,9.0,2021-01-14,72597.0
314,LD,Lakshadweep,69.0,796.0,64473.0,55129.0,45951.0,4.0,,,,,10365.0,51.0,10270.0,,,2021-10-31,263541.0
315,MH,Ahmednagar,44180.0,28319.0,4543083.0,2468837.0,881402.0,661.0,535.0,2120.0,866.0,728.0,339457.0,7043.0,330122.0,138.0,11.0,2020-07-19,11077.0
316,MH,Akola,26579.0,10081.0,1818617.0,760099.0,357931.0,200.0,576.0,7.0,3.0,7.0,58764.0,1425.0,57318.0,,1.0,,
317,MH,Amravati,29961.0,21747.0,2887826.0,1241168.0,548807.0,66.0,112.0,2.0,3.0,,96231.0,1594.0,94618.0,1.0,,,
318,MH,Aurangabad,46323.0,34109.0,3695928.0,1772420.0,723304.0,246.0,759.0,140.0,156.0,157.0,155331.0,4251.0,150615.0,27.0,,2020-05-30,11800.0
319,MH,Beed,34333.0,24584.0,2585962.0,1145382.0,485615.0,473.0,411.0,123.0,69.0,35.0,103749.0,2806.0,100803.0,12.0,7.0,2020-10-11,111488.0
320,MH,Bhandara,5080.0,16415.0,1198810.0,825867.0,421585.0,13.0,7.0,,,1.0,60080.0,1123.0,58945.0,,,2020-10-11,54195.0
321,MH,Buldhana,34272.0,24089.0,2588039.0,1136679.0,512944.0,153.0,402.0,15.0,16.0,16.0,85520.0,797.0,84710.0,3.0,1.0,2021-01-30,115874.0
322,MH,Chandrapur,22248.0,18994.0,2194262.0,1335017.0,458690.0,24.0,54.0,14.0,7.0,,88968.0,1560.0,87387.0,2.0,,2021-01-30,199809.0
323,MH,Dhule,23261.0,19364.0,2048781.0,1007007.0,476051.0,230.0,121.0,4.0,5.0,4.0,46172.0,654.0,45501.0,,,2020-10-11,90092.0
324,MH,Gadchiroli,14790.0,10994.0,1071795.0,540319.0,231208.0,255.0,424.0,4.0,2.0,5.0,30440.0,669.0,29735.0,,,2020-07-23,11993.0
325,MH,Gondia,8593.0,23092.0,1322331.0,888961.0,469980.0,45.0,32.0,,2.0,3.0,40519.0,569.0,39941.0,,,2021-01-29,130146.0
326,MH,Hingoli,42054.0,16145.0,1178973.0,537442.0,201000.0,166.0,459.0,7.0,,3.0,18475.0,506.0,17949.0,,,2020-08-03,6797.0
327,MH,Jalgaon,37870.0,21599.0,4224442.0,2085101.0,699544.0,19.0,6.0,11.0,4.0,11.0,139934.0,2714.0,137178.0,,2.0,2021-01-30,429198.0
328,MH,Jalna,112537.0,35713.0,1958483.0,1081253.0,413822.0,16.0,121.0,44.0,15.0,47.0,60615.0,1209.0,59382.0,,,2021-01-30,117047.0
329,MH,Kolhapur,19104.0,23088.0,3874015.0,2536731.0,1043329.0,337.0,152.0,74.0,55.0,115.0,206671.0,5847.0,200699.0,12.0,5.0,,
330,MH,Latur,82644.0,33519.0,2455543.0,1182476.0,507616.0,1424.0,4676.0,47.0,39.0,,92133.0,2437.0,89608.0,5.0,,,
331,MH,Mumbai,98915.0,219736.0,12442373.0,9115615.0,5564204.0,2540.0,2725.0,3019.0,2242.0,2604.0,756749.0,16247.0,733318.0,308.0,429.0,2021-01-29,2789713.0
332,MH,Nagpur,58567.0,71818.0,4653171.0,3006439.0,1460890.0,3360.0,3039.0,20.0,35.0,43.0,493607.0,9128.0,484334.0,4.0,5.0,2020-10-18,382083.0
333,MH,Nanded,144423.0,41697.0,3356566.0,1560558.0,560812.0,2618.0,8820.0,15.0,28.0,22.0,90409.0,2658.0,87721.0,2.0,3.0,2020-11-03,117319.0
334,MH,Nandurbar,19572.0,12517.0,1646177.0,723850.0,342054.0,178.0,738.0,,2.0,1.0,40006.0,948.0,39054.0,,,2020-12-12,37740.0
335,MH,Nashik,143768.0,58112.0,6109052.0,3471046.0,1299122.0,473.0,2116.0,585.0,456.0,519.0,410681.0,8679.0,401418.0,60.0,32.0,2021-01-30,498397.0
336,MH,Osmanabad,44954.0,11658.0,1660311.0,803192.0,308210.0,1039.0,5549.0,197.0,89.0,154.0,67828.0,1963.0,65577.0,16.0,3.0,2021-01-07,109450.0
337,MH,Other State,,,,,,,,,,,144.0,111.0,31.0,,,,
338,MH,Palghar,32112.0,39231.0,2990116.0,1869199.0,678741.0,1749.0,863.0,310.0,204.0,326.0,138013.0,3282.0,134309.0,28.0,6.0,2021-01-30,319724.0
339,MH,Parbhani,44477.0,20480.0,1835982.0,905874.0,378183.0,1361.0,4016.0,12.0,13.0,9.0,52362.0,1233.0,51078.0,,1.0,2021-01-30,110937.0
340,MH,Pune,85256.0,136336.0,9426959.0,7843130.0,4264808.0,4885.0,2900.0,2964.0,1536.0,5294.0,1154776.0,19594.0,1131401.0,245.0,300.0,2021-01-12,97127.0
341,MH,Raigad,21737.0,31684.0,2635394.0,1859507.0,774913.0,1214.0,326.0,594.0,267.0,359.0,195958.0,4551.0,190759.0,26.0,34.0,2021-01-28,304088.0
342,MH,Ratnagiri,10880.0,7924.0,1612672.0,920151.0,388703.0,224.0,83.0,192.0,91.0,160.0,78950.0,2478.0,76292.0,8.0,14.0,,
343,MH,Sangli,11974.0,19041.0,2820575.0,1810980.0,802877.0,120.0,128.0,380.0,155.0,375.0,209771.0,5613.0,203673.0,19.0,,,
344,MH,Satara,16690.0,30950.0,3003922.0,1963730.0,865197.0,298.0,225.0,508.0,157.0,501.0,250414.0,6428.0,243482.0,35.0,4.0,2021-01-30,312742.0
345,MH,Sindhudurg,3915.0,5195.0,848868.0,524896.0,279051.0,1.0,-1.0,258.0,91.0,259.0,52783.0,1434.0,50987.0,12.0,6.0,,
346,MH,Solapur,77398.0,34204.0,4315527.0,2242339.0,690069.0,1381.0,5956.0,519.0,253.0,370.0,210466.0,5551.0,204364.0,51.0,7.0,2021-01-30,629266.0
347,MH,Thane,108643.0,120708.0,11060148.0,5484839.0,2751182.0,5578.0,3664.0,1629.0,1241.0,3002.0,610128.0,11462.0,597141.0,153.0,525.0,2020-11-04,1229625.0
348,MH,Wardha,16481.0,14040.0,1296157.0,755863.0,314899.0,65.0,18.0,4.0,5.0,4.0,57344.0,1217.0,55956.0,2.0,2.0,2020-10-31,52365.0
349,MH,Washim,30932.0,19238.0,1196714.0,579042.0,321710.0,516.0,1016.0,5.0,4.0,5.0,41663.0,637.0,41020.0,1.0,,,
350,MH,Yavatmal,56233.0,26091.0,2775457.0,1211321.0,496306.0,697.0,2588.0,2.0,6.0,7.0,75967.0,1798.0,74159.0,2.0,1.0,2021-01-29,141551.0
351,ML,East Garo Hills,482.0,1424.0,317618.0,47655.0,20648.0,,,1.0,5.0,2.0,1867.0,13.0,1844.0,,1.0,,
352,ML,East Jaintia Hills,483.0,2964.0,122436.0,64432.0,33259.0,,,8.0,2.0,3.0,2430.0,31.0,2395.0,,,,
353,ML,East Khasi Hills,1847.0,10698.0,824059.0,318381.0,225526.0,17.0,,348.0,171.0,286.0,41025.0,987.0,39754.0,14.0,18.0,,
354,ML,North Garo Hills,596.0,3614.0,118325.0,62675.0,28288.0,,,1.0,3.0,2.0,1685.0,8.0,1674.0,1.0,,,
355,ML,Ribhoi,884.0,3492.0,258380.0,92049.0,48460.0,65.0,15.0,20.0,14.0,23.0,9697.0,89.0,9584.0,1.0,3.0,,
356,ML,South Garo Hills,329.0,1346.0,142574.0,40103.0,18937.0,67.0,13.0,1.0,,1.0,1216.0,12.0,1203.0,,,,
357,ML,South West Garo Hills,924.0,4509.0,172495.0,73397.0,39210.0,,,2.0,3.0,3.0,1872.0,17.0,1852.0,,1.0,,
358,ML,South West Khasi Hills,61.0,552.0,110152.0,33372.0,17117.0,,,5.0,6.0,1.0,2548.0,17.0,2525.0,,,,
359,ML,West Garo Hills,1409.0,8093.0,642923.0,209662.0,119725.0,32.0,7.0,13.0,8.0,11.0,9027.0,72.0,8943.0,3.0,1.0,,
360,ML,West Jaintia Hills,411.0,3480.0,270352.0,84529.0,47646.0,,,13.0,11.0,31.0,6803.0,133.0,6642.0,1.0,,,
361,ML,West Khasi Hills,443.0,1763.0,385601.0,77018.0,43000.0,20.0,1.0,118.0,33.0,97.0,5457.0,71.0,5330.0,2.0,27.0,,
362,MN,Bishnupur,685.0,8679.0,240363.0,128902.0,64791.0,,,,,,,,,,,,
363,MN,Chandel,98.0,1337.0,144028.0,26634.0,15197.0,134.0,5.0,,,,,,,,,,
364,MN,Churachandpur,345.0,3560.0,271274.0,104247.0,62208.0,370.0,27.0,,,,,,,,,2020-09-23,13542.0
365,MN,Imphal East,2402.0,19169.0,452661.0,251626.0,148953.0,1268.0,183.0,,,,,,,,,,
366,MN,Imphal West,1861.0,17353.0,514683.0,308782.0,199404.0,841.0,74.0,,,,,,,,,,
367,MN,Jiribam,70.0,1927.0,43818.0,27911.0,17262.0,,,,,,,,,,,,
368,MN,Kakching,214.0,2450.0,135481.0,84702.0,49653.0,,,,,,,,,,,,
369,MN,Kamjong,129.0,736.0,45616.0,10502.0,5370.0,371.0,75.0,,,,,,,,,,
370,MN,Kangpokpi,291.0,1472.0,,39027.0,19015.0,26.0,73.0,,,,,,,,,,
371,MN,Noney,98.0,1211.0,,16798.0,9819.0,388.0,29.0,,,,,,,,,,
372,MN,Pherzawl,55.0,711.0,47250.0,12417.0,9888.0,52.0,,,,,,,,,,,
373,MN,Senapati,425.0,1940.0,354772.0,28247.0,18288.0,291.0,105.0,,,,,,,,,,
374,MN,Tamenglong,174.0,1204.0,140143.0,19931.0,10361.0,76.0,53.0,,,,,,,,,,
375,MN,Tengnoupal,93.0,1176.0,,26209.0,12163.0,183.0,14.0,,,,,,,,,,
376,MN,Thoubal,378.0,6574.0,420517.0,141308.0,62279.0,22.0,1.0,,,,,,,,,,
377,MN,Ukhrul,362.0,1775.0,183115.0,22193.0,14759.0,258.0,66.0,,,,,,,,,,
378,MN,Unknown,,,,,,,,734.0,439.0,652.0,123731.0,1921.0,121102.0,63.0,62.0,,
379,MP,Agar Malwa,965.0,16911.0,,424846.0,128822.0,107.0,12.0,,,,3303.0,68.0,3235.0,,,,
380,MP,Alirajpur,921.0,8076.0,728677.0,369571.0,114601.0,40.0,10.0,,,,3505.0,48.0,3453.0,,,,
381,MP,Anuppur,995.0,18360.0,749521.0,481238.0,164712.0,1328.0,73.0,,,,9238.0,89.0,9140.0,,,2020-09-19,3424.0
382,MP,Ashoknagar,1258.0,17334.0,844979.0,550087.0,186066.0,131.0,10.0,,,,3670.0,57.0,3613.0,,,2021-01-31,55792.0
383,MP,Balaghat,15838.0,71692.0,1701156.0,1278183.0,549643.0,342.0,25.0,,2.0,,9100.0,64.0,9017.0,2.0,,2020-08-19,9654.0
384,MP,Barwani,1615.0,16619.0,1385659.0,788872.0,225336.0,542.0,76.0,,,,8366.0,90.0,8267.0,,,2020-11-19,41588.0
385,MP,Betul,2361.0,31953.0,1575247.0,1042931.0,343674.0,547.0,22.0,1.0,1.0,,12905.0,277.0,12590.0,,,2021-01-31,68036.0
386,MP,Bhind,1525.0,30042.0,1703562.0,1034374.0,351065.0,1176.0,29.0,1.0,,,2995.0,32.0,2960.0,,,2020-11-16,44395.0
387,MP,Bhopal,4130.0,38750.0,2368145.0,2012966.0,1168682.0,646.0,66.0,27.0,38.0,,123552.0,972.0,122121.0,2.0,,2020-09-19,245166.0
388,MP,Burhanpur,762.0,6561.0,756993.0,493618.0,220909.0,138.0,49.0,,,,2568.0,39.0,2529.0,,,2020-08-18,13040.0
389,MP,Chhatarpur,3103.0,27937.0,1762857.0,1093616.0,336309.0,1310.0,56.0,1.0,,,7609.0,91.0,7506.0,,,2020-12-09,50518.0
390,MP,Chhindwara,4654.0,93453.0,2090306.0,1624355.0,591843.0,261.0,18.0,,2.0,,6734.0,120.0,6612.0,,,2021-01-31,79090.0
391,MP,Damoh,4298.0,52314.0,1263703.0,844557.0,326505.0,982.0,39.0,,,,8120.0,186.0,7841.0,,,2020-09-19,16564.0
392,MP,Datia,1963.0,45226.0,786375.0,560238.0,296233.0,10316.0,521.0,,,,6959.0,78.0,6874.0,,,2020-12-04,40322.0
393,MP,Dewas,1804.0,22992.0,1563107.0,1005266.0,477219.0,386.0,11.0,,,,7723.0,51.0,7672.0,,,2021-01-31,96155.0
394,MP,Dhar,5034.0,83699.0,2184672.0,1371226.0,536214.0,306.0,39.0,6.0,7.0,,12572.0,130.0,12388.0,1.0,,2020-12-02,62597.0
395,MP,Dindori,1342.0,21481.0,704218.0,481366.0,186341.0,96.0,4.0,,,,4623.0,29.0,4588.0,,,2020-07-08,3557.0
396,MP,Guna,3347.0,32837.0,1240938.0,821399.0,284155.0,5023.0,630.0,,,,5132.0,44.0,5085.0,,,2020-12-04,40229.0
397,MP,Gwalior,8800.0,41193.0,2030543.0,1452149.0,730150.0,1715.0,531.0,,2.0,,53106.0,633.0,52427.0,,,2020-12-04,206696.0
398,MP,Harda,1075.0,24810.0,570302.0,394641.0,159293.0,210.0,14.0,,,,5055.0,96.0,4954.0,,,2020-12-02,36708.0
399,MP,Hoshangabad,1498.0,39507.0,1240975.0,865566.0,369945.0,206.0,10.0,,,,10688.0,99.0,10570.0,,,2020-12-04,46294.0
400,MP,Indore,4233.0,45203.0,3272335.0,2951024.0,1728945.0,894.0,76.0,8.0,39.0,,153230.0,1391.0,151410.0,8.0,,2021-01-31,780266.0
401,MP,Jabalpur,5968.0,156306.0,2460714.0,1957070.0,1099359.0,19681.0,726.0,2.0,3.0,,50779.0,670.0,49896.0,,,2021-02-01,293923.0
402,MP,Jhabua,3578.0,21040.0,1024091.0,607542.0,185320.0,222.0,50.0,1.0,1.0,,7691.0,64.0,7619.0,,,2020-12-04,52146.0
403,MP,Katni,2926.0,42360.0,1291684.0,865274.0,306259.0,879.0,57.0,,,,9366.0,120.0,9242.0,,,2020-12-18,56828.0
404,MP,Khandwa,880.0,13668.0,1309443.0,862885.0,310248.0,,,,,,4044.0,94.0,3946.0,,,2020-08-24,17090.0
405,MP,Khargone,3049.0,32932.0,1872413.0,1147444.0,411114.0,5304.0,922.0,,,,13970.0,239.0,13716.0,,,2020-09-19,38413.0
406,MP,Mandla,2286.0,53670.0,1053522.0,684882.0,246724.0,72.0,6.0,,,,5188.0,25.0,5159.0,,,,
407,MP,Mandsaur,2058.0,37337.0,1339832.0,948065.0,330902.0,130.0,4.0,,,,8637.0,84.0,8552.0,,,2020-12-04,52733.0
408,MP,Morena,2814.0,112629.0,1965137.0,1295658.0,582833.0,1667.0,50.0,,,,8236.0,95.0,8135.0,,,2021-02-01,90967.0
