,state,district,delta7.vaccinated1,delta7.vaccinated2,meta.population,total.vaccinated1,total.vaccinated2,delta.vaccinated2,delta.vaccinated1,delta21_14.confirmed,delta7.confirmed,delta7.recovered,total.confirmed,total.deceased,total.recovered,delta.confirmed,delta.recovered,meta.tested.date,total.tested
49,AS,Cachar,26826.0,21591.0,1736319.0,1101266.0,402535.0,966.0,2149.0,,,,,,,,,,
50,AS,Charaideo,1853.0,16868.0,,309125.0,111219.0,26.0,3.0,,,,,,,,,,
51,AS,Chirang,2488.0,9573.0,481818.0,288696.0,102397.0,89.0,22.0,,,,,,,,,,
52,AS,Darrang,17453.0,21800.0,908090.0,596783.0,183724.0,270.0,365.0,,,,,,,,,,
53,AS,Dhemaji,3423.0,15318.0,688077.0,431792.0,184251.0,47.0,55.0,,,,,,,,,,
54,AS,Dhubri,12450.0,25644.0,1948632.0,945264.0,229696.0,1906.0,1042.0,,,,,,,,,,
55,AS,Dibrugarh,8869.0,38695.0,1327748.0,914640.0,430800.0,4007.0,699.0,,,,,,,,,2021-02-01,301657.0
56,AS,Dima Hasao,2532.0,3737.0,213529.0,116318.0,62593.0,59.0,160.0,,,,,,,,,,
57,AS,Goalpara,4013.0,30725.0,1008959.0,662016.0,195521.0,81.0,47.0,,,,,,,,,,
58,AS,Golaghat,6525.0,51417.0,1058674.0,711564.0,306745.0,2676.0,504.0,,,,,,,,,,
59,AS,Hailakandi,1724.0,11247.0,659260.0,422295.0,146888.0,705.0,88.0,,,,,,,,,,
60,AS,Hojai,6217.0,36724.0,931218.0,602504.0,274035.0,2979.0,512.0,,,,,,,,,,
61,AS,Jorhat,3383.0,39677.0,1091295.0,649267.0,297724.0,2154.0,225.0,,,,,,,,,,
62,AS,Kamrup,10451.0,45828.0,1517202.0,1079092.0,409628.0,253.0,231.0,,,,,,,,,,
63,AS,Kamrup Metropolitan,6625.0,38155.0,1260419.0,1246239.0,875897.0,1713.0,359.0,,,,,,,,,,
64,AS,Karbi Anglong,13744.0,12778.0,965280.0,284600.0,102798.0,280.0,342.0,,,,,,,,,,
65,AS,Karimganj,5088.0,20659.0,1217002.0,681216.0,203575.0,1382.0,331.0,,,,,,,,,,
66,AS,Kokrajhar,3935.0,19711.0,886999.0,538901.0,156488.0,823.0,162.0,,,,,,,,,,
67,AS,Lakhimpur,5870.0,42164.0,1040644.0,681386.0,301369.0,1555.0,148.0,,,,,,,,,,
68,AS,Majuli,1524.0,7176.0,167304.0,117599.0,82507.0,166.0,36.0,,,,,,,,,,
69,AS,Morigaon,5298.0,27861.0,957853.0,592446.0,212146.0,482.0,264.0,,,,,,,,,,
70,AS,Nagaon,16396.0,36734.0,2826006.0,1203831.0,448081.0,1481.0,758.0,,,,,,,,,,
71,AS,Nalbari,6785.0,25411.0,769919.0,483076.0,168392.0,1492.0,388.0,,,,,,,,,,
72,AS,Sivasagar,1946.0,23104.0,1150253.0,478954.0,223921.0,714.0,46.0,,,,,,,,,,
73,AS,Sonitpur,8341.0,48290.0,1925975.0,767841.0,434213.0,2664.0,448.0,,,,,,,,,,
74,AS,South Salmara Mankachar,1978.0,15304.0,555114.0,239906.0,76599.0,1288.0,260.0,,,,,,,,,,
75,AS,Tinsukia,45002.0,22410.0,1316948.0,795057.0,286170.0,1679.0,6637.0,,,,,,,,,,
76,AS,Udalguri,17371.0,19343.0,832769.0,504439.0,133919.0,1396.0,1935.0,,,,,,,,,2020-09-16,24661.0
77,AS,Unknown,,,,,,,,1499.0,2056.0,2215.0,610645.0,5997.0,600974.0,212.0,236.0,,
78,AS,West Karbi Anglong,4593.0,4186.0,300320.0,127612.0,42942.0,147.0,312.0,,,,,,,,,,
79,BR,Araria,51331.0,69085.0,2806200.0,1177154.0,395227.0,3067.0,5177.0,,2.0,,14978.0,116.0,14859.0,,,2020-10-03,219221.0
80,BR,Arwal,4059.0,17125.0,700843.0,345175.0,116424.0,1360.0,262.0,,,,7381.0,74.0,7307.0,,,2021-01-31,101624.0
81,BR,Aurangabad,25561.0,56431.0,2511243.0,1132482.0,407913.0,2657.0,1264.0,,,,20011.0,75.0,19936.0,,,2021-01-31,412007.0
82,BR,Banka,24239.0,34077.0,2029339.0,935177.0,351254.0,3138.0,2635.0,,,,7379.0,112.0,7267.0,,,2021-01-31,364776.0
83,BR,Begusarai,33903.0,65735.0,2954367.0,1430906.0,480982.0,2774.0,1906.0,8.0,2.0,7.0,27212.0,457.0,26754.0,,1.0,2020-09-26,213670.0
84,BR,Bhagalpur,49875.0,78088.0,3032226.0,1494951.0,650332.0,3458.0,2122.0,1.0,1.0,1.0,25840.0,309.0,25531.0,,1.0,2021-01-31,582113.0
85,BR,Bhojpur,31626.0,53006.0,2720155.0,1291186.0,382719.0,4879.0,3232.0,,,,10210.0,159.0,10051.0,,,2021-01-31,466438.0
86,BR,Buxar,14794.0,38792.0,1707643.0,907374.0,322555.0,2516.0,1083.0,,,,9248.0,182.0,9066.0,,,2021-01-31,461428.0
87,BR,Darbhanga,39165.0,82276.0,3921971.0,1869372.0,741553.0,5306.0,2858.0,,,1.0,10937.0,370.0,10567.0,,,2021-01-11,448442.0
88,BR,East Champaran,29316.0,84760.0,5082868.0,2498559.0,1002939.0,8014.0,2434.0,1.0,2.0,,19017.0,430.0,18585.0,,,2020-11-03,548132.0
89,BR,Gaya,72504.0,82490.0,4379383.0,1925234.0,722746.0,1689.0,1708.0,1.0,,1.0,33952.0,280.0,33672.0,,,2021-01-31,872359.0
90,BR,Gopalganj,31750.0,70093.0,2558037.0,1286763.0,481968.0,8468.0,5308.0,,,1.0,16685.0,94.0,16591.0,,,2021-01-31,562654.0
91,BR,Jamui,24440.0,24005.0,1756078.0,800488.0,222093.0,1416.0,1435.0,,,1.0,9418.0,106.0,9312.0,,,2021-01-31,342005.0
92,BR,Jehanabad,12986.0,27200.0,1124176.0,498448.0,184446.0,1617.0,498.0,,,,10783.0,109.0,10674.0,,,2021-01-31,492255.0
93,BR,Kaimur,19996.0,28681.0,1626900.0,801438.0,225437.0,2183.0,1067.0,,,,4984.0,147.0,4837.0,,,2021-01-31,442332.0
94,BR,Katihar,53448.0,75733.0,3068149.0,1451838.0,403046.0,2966.0,2680.0,,,1.0,18145.0,94.0,18051.0,,,2021-01-31,556438.0
95,BR,Khagaria,15402.0,32372.0,1657599.0,775019.0,222012.0,2118.0,881.0,,,,10064.0,88.0,9976.0,,,2020-10-04,148340.0
96,BR,Kishanganj,24597.0,25592.0,1690948.0,757066.0,205274.0,1445.0,1997.0,,4.0,2.0,10128.0,66.0,10057.0,3.0,1.0,2021-01-31,294321.0
97,BR,Lakhisarai,8894.0,16437.0,1000717.0,461970.0,138407.0,1005.0,595.0,,,,7776.0,102.0,7674.0,,,2021-01-31,332434.0
98,BR,Madhepura,28832.0,43563.0,1994618.0,965767.0,260408.0,4459.0,2700.0,1.0,1.0,,12547.0,111.0,12435.0,,,2021-01-31,455482.0
99,BR,Madhubani,28535.0,69785.0,4476044.0,1974159.0,680214.0,6686.0,2735.0,,3.0,,18365.0,339.0,18023.0,2.0,,2021-01-31,715168.0
100,BR,Munger,7445.0,33005.0,1359054.0,707588.0,264665.0,2867.0,851.0,1.0,,1.0,15111.0,158.0,14953.0,,,2021-01-31,325212.0
101,BR,Muzaffarpur,40686.0,80513.0,4778610.0,2253919.0,717015.0,7023.0,3545.0,,,1.0,31398.0,621.0,30777.0,,,2021-01-31,722651.0
102,BR,Nalanda,36716.0,66091.0,2872523.0,1393762.0,638181.0,1826.0,2168.0,,,,23432.0,468.0,22964.0,,,2021-01-31,591346.0
103,BR,Nawada,46619.0,35295.0,2216653.0,1062349.0,274319.0,4338.0,4176.0,,1.0,,10353.0,178.0,10174.0,,,2020-11-16,322514.0
104,BR,Patna,35436.0,159875.0,5772804.0,3421614.0,2366474.0,2024.0,737.0,14.0,14.0,8.0,147007.0,2334.0,144651.0,2.0,3.0,2021-01-31,676238.0
105,BR,Purnia,61212.0,74531.0,3273127.0,1603099.0,729224.0,1959.0,2821.0,,,,24427.0,180.0,24247.0,,,2021-01-05,568756.0
106,BR,Rohtas,40918.0,59698.0,2962593.0,1498172.0,465660.0,4149.0,4911.0,,2.0,,13980.0,271.0,13707.0,,,2021-01-31,521553.0
107,BR,Saharsa,106392.0,80718.0,1897102.0,995618.0,366567.0,18126.0,28493.0,,,,17616.0,134.0,17482.0,,,2021-01-31,356327.0
108,BR,Samastipur,48167.0,64119.0,4254782.0,1991102.0,555728.0,5157.0,3216.0,1.0,2.0,2.0,20020.0,155.0,19864.0,1.0,1.0,2021-01-31,614569.0
109,BR,Saran,41734.0,82407.0,3943098.0,1868014.0,736766.0,6693.0,4149.0,,5.0,2.0,23278.0,255.0,23020.0,,2.0,2021-01-31,761473.0
110,BR,Sheikhpura,4942.0,10739.0,634927.0,287209.0,95322.0,788.0,345.0,,,,7693.0,75.0,7618.0,,,2021-01-31,142348.0
111,BR,Sheohar,2946.0,7111.0,656916.0,300967.0,108766.0,1629.0,666.0,,,2.0,4404.0,36.0,4368.0,,,2020-11-16,199431.0
112,BR,Sitamarhi,43474.0,60677.0,3419622.0,1511464.0,424182.0,5476.0,3873.0,1.0,,,9185.0,127.0,9058.0,,,2021-01-31,453227.0
113,BR,Siwan,18385.0,69069.0,3318176.0,1670590.0,684755.0,4030.0,1163.0,,,,15195.0,170.0,15025.0,,,2021-01-31,536438.0
114,BR,Supaul,35486.0,71754.0,2228397.0,1069993.0,369925.0,5131.0,3029.0,1.0,,,17222.0,129.0,17093.0,,,2021-01-31,456511.0
